Rxn name	Rxn description	Formula	Gene-reaction association	Genes	Subsystem	Reversible	LB	UB
REMNANT1tex	residual atoms of reaction DMBZIDSYN transport via diffusion extracellular to periplasm 	remnant1[e] <=> remnant1[p] 	( STM0320  or  STM0999  or  STM1473  or  STM2267 )	STM0320 STM0999 STM1473 STM2267	Transport Outer Membrane Porin	1	-1000	1000
REMNANT1tpp	residual atoms of reaction DMBZIDSYN facilitated transport periplasm 	remnant1[p] <=> remnant1[c] 			Transport Inner Membrane	1	-1000	1000
RHAT1	rhamnosyltransferase I LPS core biosynthesis 	dtdprmn[c] + kphphhlipa[c] --> dtdp[c] + h[c] + icolipa[c] 	STM3720	STM3720	Lipopolysaccharide Biosynthesis Recycling	0	0	1000
RHCCE	S ribosylhomocysteine cleavage enzyme	rhcys[c] --> dhptd[c] + hcys-L[c] 	STM2817	STM2817	Methionine Metabolism	0	0	1000
RIBabcpp	D ribose transport via ABC system periplasm 	atp[c] + h2o[c] + rib-D[p] --> adp[c] + h[c] + pi[c] + rib-D[c] 	( STM3882  and  STM3884  and  STM3883  and  STM3881 )	STM3881 STM3882 STM3883 STM3884	Transport Inner Membrane	0	0	1000
RIBtex	ribose transport via diffusion extracellular to periplasm 	rib-D[e] <=> rib-D[p] 	( STM0320  or  STM0999  or  STM1473  or  STM2267 )	STM0320 STM0999 STM1473 STM2267	Transport Outer Membrane Porin	1	-1000	1000
RMI	L rhamnose isomerase	rmn[c] <=> rml[c] 	STM4046	STM4046	Alternate Carbon Metabolism	1	-1000	1000
RMK	rhamnulokinase	atp[c] + rml[c] --> adp[c] + h[c] + rml1p[c] 	STM4047	STM4047	Alternate Carbon Metabolism	0	0	1000
RMNtex	L rhamnose transport via diffusion extracellular to periplasm 	rmn[e] <=> rmn[p] 	( STM0320  or  STM0999  or  STM1473  or  STM2267 )	STM0320 STM0999 STM1473 STM2267	Transport Outer Membrane Porin	1	-1000	1000
RMNtpp	L rhamnose transport via proton symport periplasm 	h[p] + rmn[p] --> h[c] + rmn[c] 	STM4050	STM4050	Transport Inner Membrane	0	0	1000
RMPA	Rhamnulose 1 phosphate aldolase	rml1p[c] <=> dhap[c] + lald-L[c] 	STM4045	STM4045	Alternate Carbon Metabolism	1	-1000	1000
RNAMtex	Nicotinamide riboside transport into periplasm	rnam[e] --> rnam[p] 			Transport	0	0	1000
RNAMtpp	Nicotinamide riboside transport	rnam[p] --> rnam[c] 	STM0757	STM0757	Transport	0	0	1000
RNDR1	ribonucleoside diphosphate reductase ADP 	adp[c] + trdrd[c] --> dadp[c] + h2o[c] + trdox[c] 	( STM2277  and  STM2278 )  or  ( STM2807   and  STM2808 )	STM2277 STM2278 STM2807 STM2808	Nucleotide Salvage Pathway	0	0	1000
RNDR1b	ribonucleoside diphosphate reductase ADP  glutaredoxin 	adp[c] + grxrd[c] --> dadp[c] + grxox[c] + h2o[c] 	( ( STM1433  and  ( STM2807  and  STM2808 ) )  or  ( STM0872  and  ( STM2807  and  STM2808 ) )  or  ( STM1165  and  ( STM2807  and  STM2808 ) )  or  ( STM3702  and  ( STM2807  and  STM2808 ) ) )	STM0872 STM1165 STM1433 STM2807 STM2808 STM3702	Nucleotide Salvage Pathway	0	0	1000
RNDR2	ribonucleoside diphosphate reductase GDP 	gdp[c] + trdrd[c] --> dgdp[c] + h2o[c] + trdox[c] 	( STM2277  and  STM2278 )  or  ( STM2807   and  STM2808 )	STM2277 STM2278 STM2807 STM2808	Nucleotide Salvage Pathway	0	0	1000
RNDR2b	ribonucleoside diphosphate reductase GDP  glutaredoxin 	gdp[c] + grxrd[c] --> dgdp[c] + grxox[c] + h2o[c] 	( ( STM3702  and  ( STM2807  and  STM2808 ) )  or  ( STM1165  and  ( STM2807  and  STM2808 ) )  or  ( STM1433  and  ( STM2807  and  STM2808 ) )  or  ( STM0872  and  ( STM2807  and  STM2808 ) ) )	STM0872 STM1165 STM1433 STM2807 STM2808 STM3702	Nucleotide Salvage Pathway	0	0	1000
RNDR3	ribonucleoside diphosphate reductase CDP 	cdp[c] + trdrd[c] --> dcdp[c] + h2o[c] + trdox[c] 	( STM2277  and  STM2278 )  or  ( STM2807   and  STM2808 )	STM2277 STM2278 STM2807 STM2808	Nucleotide Salvage Pathway	0	0	1000
RNDR3b	ribonucleoside diphosphate reductase CDP  glutaredoxin 	cdp[c] + grxrd[c] --> dcdp[c] + grxox[c] + h2o[c] 	( ( STM1433  and  ( STM2807  and  STM2808 ) )  or  ( STM1165  and  ( STM2807  and  STM2808 ) )  or  ( STM0872  and  ( STM2807  and  STM2808 ) )  or  ( STM3702  and  ( STM2807  and  STM2808 ) ) )	STM0872 STM1165 STM1433 STM2807 STM2808 STM3702	Nucleotide Salvage Pathway	0	0	1000
RNDR4	ribonucleoside diphosphate reductase UDP 	trdrd[c] + udp[c] --> dudp[c] + h2o[c] + trdox[c] 	( STM2277  and  STM2278 )  or  ( STM2807   and  STM2808 )	STM2277 STM2278 STM2807 STM2808	Nucleotide Salvage Pathway	0	0	1000
RNDR4b	ribonucleoside diphosphate reductase UDP  glutaredoxin 	grxrd[c] + udp[c] --> dudp[c] + grxox[c] + h2o[c] 	( ( STM1165  and  ( STM2807  and  STM2808 ) )  or  ( STM3702  and  ( STM2807  and  STM2808 ) )  or  ( STM1433  and  ( STM2807  and  STM2808 ) )  or  ( STM0872  and  ( STM2807  and  STM2808 ) ) )	STM0872 STM1165 STM1433 STM2807 STM2808 STM3702	Nucleotide Salvage Pathway	0	0	1000
RNMK	ribosylnicotinamide kinase	atp[c] + rnam[c] --> adp[c] + h[c] + nmn[c] 	STM4580.S	STM4580.S	Cofactor and Prosthetic Group Biosynthesis	0	0	1000
RNTR1c	ribonucleoside triphosphate reductase ATP  flavodoxin 	atp[c] + fldrd[c] --> datp[c] + fldox[c] + h2o[c] 	( ( STM3045  and  STM4084  and  STM4452  and  STM4451 )  or  ( STM3045  and  STM4452 )  or  ( STM0694  and  STM4452 )  or  ( STM0694  and  STM4084  and  STM4452  and  STM4451 ) )	STM0694 STM3045 STM4084 STM4451 STM4452	Nucleotide Salvage Pathway	0	0	1000
RNTR2c	ribonucleoside triphosphate reductase GTP  flavodoxin 	fldrd[c] + gtp[c] --> dgtp[c] + fldox[c] + h2o[c] 	( ( STM0694  and  STM4452 )  or  ( STM3045  and  STM4452 )  or  ( STM3045  and  STM4084  and  STM4452  and  STM4451 )  or  ( STM0694  and  STM4084  and  STM4452  and  STM4451 ) )	STM0694 STM3045 STM4084 STM4451 STM4452	Nucleotide Salvage Pathway	0	0	1000
RNTR3c	ribonucleoside triphosphate reductase CTP  flavodoxin 	ctp[c] + fldrd[c] --> dctp[c] + fldox[c] + h2o[c] 	( ( STM3045  and  STM4452 )  or  ( STM0694  and  STM4084  and  STM4452  and  STM4451 )  or  ( STM0694  and  STM4452 )  or  ( STM3045  and  STM4084  and  STM4452  and  STM4451 ) )	STM0694 STM3045 STM4084 STM4451 STM4452	Nucleotide Salvage Pathway	0	0	1000
RNTR4c	ribonucleoside triphosphate reductase UTP  flavodoxin 	fldrd[c] + utp[c] --> dutp[c] + fldox[c] + h2o[c] 	( ( STM0694  and  STM4084  and  STM4452  and  STM4451 )  or  ( STM3045  and  STM4452 )  or  ( STM0694  and  STM4452 )  or  ( STM3045  and  STM4084  and  STM4452  and  STM4451 ) )	STM0694 STM3045 STM4084 STM4451 STM4452	Nucleotide Salvage Pathway	0	0	1000
RPE	ribulose 5 phosphate 3 epimerase	ru5p-D[c] <=> xu5p-D[c] 	( STM3483 or STM4080 or STM1617 )	STM1617 STM3483 STM4080	Pentose Phosphate Pathway	1	-1000	1000
RPI	ribose 5 phosphate isomerase	r5p[c] <=> ru5p-D[c] 	( STM3063 or STM1933 )	STM1933 STM3063	Pentose Phosphate Pathway	1	-1000	1000
S7PI	sedoheptulose 7 phosphate isomerase	s7p[c] --> gmhep7p[c] 	STM0310	STM0310	Lipopolysaccharide Biosynthesis Recycling	0	0	1000
SADH	Succinylarginine dihydrolase	2 h2o[c] + 2 h[c] + sucarg[c] --> co2[c] + 2 nh4[c] + sucorn[c] 	STM1306	STM1306	Arginine and Proline Metabolism	0	0	1000
SADT2	Sulfate adenyltransferase	atp[c] + gtp[c] + h2o[c] + so4[c] --> aps[c] + gdp[c] + pi[c] + ppi[c] 	( STM2934  and  STM2935 )	STM2934 STM2935	Cysteine Metabolism	0	0	1000
SALCHS1H	Salmochelin s1 hydrolase	h2o[c] + salchs1[c] --> 23dhbzs[c] + salchsx[c] 	STM2775	STM2775	Inorganic Ion Transport and Metabolism	0	0	1000
SALCHS2FEabcpp	Salmochelin s2 Fe III transport via ABC system periplasm	atp[c] + h2o[c] + salchs2fe[p] --> adp[c] + h[c] + pi[c] + salchs2fe[c] 	(STM0594 and STM0590 and STM0592 and STM0591)	STM0590 STM0591 STM0592 STM0594	Inorganic Ion Transport and Metabolism	0	0	1000
SALCHS2FEexs	Salmochelin s2 Fe III sequestration	fe3[e] + salchs2[e] --> salchs2fe[e] 	s0001	s0001	Inorganic Ion Transport and Metabolism	0	0	1000
SALCHS2FER1	salmochelin s2 Fe III reduction and offloading	fadh2[c] + 2 salchs2fe[c] --> fad[c] + 2 fe2[c] + 2 h[c] + 2 salchs2[c] 	STM2775	STM2775	Inorganic Ion Transport and Metabolism	0	0	1000
SALCHS2FER2	salmochelin s2 Fe III reduction and offloading	fmnh2[c] + 2 salchs2fe[c] --> 2 fe2[c] + fmn[c] + 2 h[c] + 2 salchs2[c] 	STM2775	STM2775	Inorganic Ion Transport and Metabolism	0	0	1000
SALCHS2FER3	salmochelin s2 Fe III reduction and offloading	rbflvrd[c] + 2 salchs2fe[c] --> 2 fe2[c] + 2 h[c] + ribflv[c] + 2 salchs2[c] 	STM2775	STM2775	Inorganic Ion Transport and Metabolism	0	0	1000
SALCHS2FEtonex	Salmochelin s2 Fe III import	h[p] + salchs2fe[e] --> h[c] + salchs2fe[p] 	STM2777	STM2777	Inorganic Ion Transport and Metabolism	0	0	1000
SALCHS2H	Salmochelin s2 hydrolase	h2o[c] + salchs2[c] --> salchsx[c] + salchs1[c] 	STM2775	STM2775	Inorganic Ion Transport and Metabolism	0	0	1000
SALCHS2tex	Salmochelin s2 secretion	salchs2[p] --> salchs2[e] 			Inorganic Ion Transport and Metabolism	0	0	1000
SALCHS4abcpp	Salmochelin S4 transport via ABC system periplasm 	atp[c] + h2o[c] + salchs4[c] --> adp[c] + h[c] + pi[c] + salchs4[p] 	STM2774	STM2774	Transport Inner Membrane	0	0	1000
SALCHS4FEabcpp	Salmochelin S4 Fe III transport via ABC system periplasm 	atp[c] + h2o[c] + salchs4fe[p] --> adp[c] + h[c] + pi[c] + salchs4fe[c] 	( STM0594  and  STM0590  and  STM0592  and  STM0591 )	STM0590 STM0591 STM0592 STM0594	Inorganic Ion Transport and Metabolism	0	0	1000
SALCHS4FEexs	Salmochelin S4 Fe III binding spontaneous 	fe3[e] + salchs4[e] --> salchs4fe[e] 	s0001	s0001	Inorganic Ion Transport and Metabolism	0	0	1000
SALCHS4FEHpp	salmochelin s4 fe3 hydrolase	h2o[p] + salchs4fe[p] --> salchs2fe[p] 	STM2776	STM2776	Inorganic Ion Transport and Metabolism	0	0	0.0001
SALCHS4FER1	Salmochelin S4 Fe III reduction Fe III unloading 	fadh2[c] + 2 salchs4fe[c] --> fad[c] + 2 fe2[c] + 2 h[c] + 2 salchs4[c] 	STM2775	STM2775	Inorganic Ion Transport and Metabolism	0	0	1000
SALCHS4FER2	Salmochelin S4 Fe III reduction Fe III unloading 	fmnh2[c] + 2 salchs4fe[c] --> 2 fe2[c] + fmn[c] + 2 h[c] + 2 salchs4[c] 	STM2775	STM2775	Inorganic Ion Transport and Metabolism	0	0	1000
SALCHS4FER3	Salmochelin S4 Fe III reduction Fe III unloading 	rbflvrd[c] + 2 salchs4fe[c] --> 2 fe2[c] + 2 h[c] + ribflv[c] + 2 salchs4[c] 	STM2775	STM2775	Inorganic Ion Transport and Metabolism	0	0	1000
SALCHS4FEtonex	Salmochelin S4 Fe III transport via ton system extracellular 	h[p] + salchs4fe[e] --> h[c] + salchs4fe[p] 	( ( STM0585 or STM2199 or STM2777 )  and  ( STM1737  and  STM3158  and  STM3159 ) )	STM0585 STM1737 STM2199 STM2777 STM3158 STM3159	Transport Outer Membrane	0	0	1000
SALCHS4Hpp	salmochelin s4 hydrolase	h2o[p] + salchs4[p] --> salchs2[p] 	STM2776	STM2776	Inorganic Ion Transport and Metabolism	0	0	0.0001
SALCHS4tex	Salmochelin S4 transport secretion periplasm 	h[p] + salchs4[p] --> h[c] + salchs4[e] 			Inorganic Ion Transport and Metabolism	0	0	1000
SALCHSXtex	Salmochelin SX via diffusion extracellular to periplasm 	salchsx[e] <=> salchsx[p] 	( STM0320  or  STM0999  or  STM1473  or  STM2267 )	STM0320 STM0999 STM1473 STM2267	Transport Outer Membrane Porin	1	-1000	1000
SALCHSXtpp	Salmochelin SX facilitated transport periplasm 	salchsx[p] <=> salchsx[c] 			Transport Inner Membrane	1	-1000	1000
SARCOX	sarcosine oxidase	fald[c] + gly[c] + h2o2[c] --> h2o[c] + o2[c] + sarcs[c] 	STM1160	STM1160	Glycine and Serine Metabolism	0	0	0
SBTPD	sorbitol 6 phosphate dehydrogenase	nad[c] + sbt6p[c] <=> f6p[c] + h[c] + nadh[c] 	STM2835	STM2835	Alternate Carbon Metabolism	1	-1000	1000
SBTptspp	D sorbitol transport via PEPPyr PTS periplasm 	pep[c] + sbt-D[p] --> pyr[c] + sbt6p[c] 	( STM2431  and  STM2432  and  STM2832  and  STM2834  and  STM2833 )	STM2431 STM2432 STM2832 STM2833 STM2834	Transport Inner Membrane	0	0	1000
SBTtex	D sorbitol transport via diffusion extracellular to periplasm 	sbt-D[e] <=> sbt-D[p] 	( STM0320  or  STM0999  or  STM1473  or  STM2267 )	STM0320 STM0999 STM1473 STM2267	Transport Outer Membrane Porin	1	-1000	1000
SCYSSL	S-sulfo-L-cysteine sulfite lyase 	2 gthrd[c] + slcys[c] --> cys-L[c] + gthox[c] + h[c] + so3[c] 			Cysteine Metabolism	0	0	1000
SDPDS	succinyl diaminopimelate desuccinylase	h2o[c] + sl26da[c] --> 26dap-LL[c] + succ[c] 	STM2483	STM2483	Threonine and Lysine Metabolism	0	0	1000
SDPTA	succinyldiaminopimelate transaminase	akg[c] + sl26da[c] <=> glu-L[c] + sl2a6o[c] 	STM3468	STM3468	Threonine and Lysine Metabolism	1	-1000	1000
SELCYSS	selenocysteine synthase	selnp[c] + sertrna-sec-[c] --> h[c] + pi[c] + sectrna[c] 	STM3683	STM3683	tRNA Charging	0	0	1000
SELNPS	Selenophosphate synthase	atp[c] + h2o[c] + seln[c] --> amp[c] + pi[c] + selnp[c] 	STM1297	STM1297	Unassigned	0	0	1000
SERASr	 L seryl adenylate synthase	atp[c] + h[c] + ser-L[c] <=> ppi[c] + seramp[c] 	STM0588	STM0588	Cofactor and Prosthetic Group Biosynthesis	1	-1000	1000
SERAT	serine O acetyltransferase	accoa[c] + ser-L[c] <=> acser[c] + coa[c] 	STM3699	STM3699	Cysteine Metabolism	1	-1000	1000
SERD_D	D serine deaminase	ser-D[c] --> nh4[c] + pyr[c] 	STM3802	STM3802	Glycine and Serine Metabolism	0	0	1000
SERD_L	L serine deaminase	ser-L[c] --> nh4[c] + pyr[c] 	( STM3240  or  STM1826  or  STM2971  or  STM2196 )	STM1826 STM2196 STM2971 STM3240	Glycine and Serine Metabolism	0	0	1000
SERt2rpp	L serine reversible transport via proton symport periplasm 	h[p] + ser-L[p] <=> h[c] + ser-L[c] 	( STM2970  or  STM3243 )	STM2970 STM3243	Transport Inner Membrane	1	-1000	1000
SERt4pp	L serine via sodium symport periplasm 	na1[p] + ser-L[p] --> na1[c] + ser-L[c] 	STM3225	STM3225	Transport Inner Membrane	0	0	1000
SERtex	L serine transport via diffusion extracellular to periplasm 	ser-L[e] <=> ser-L[p] 	( STM0320  or  STM0999  or  STM1473  or  STM2267 )	STM0320 STM0999 STM1473 STM2267	Transport Outer Membrane Porin	1	-1000	1000
SERTRS	Seryl tRNA synthetase	atp[c] + ser-L[c] + trnaser[c] --> amp[c] + ppi[c] + sertrna[c] 	STM0963	STM0963	tRNA Charging	0	0	1000
SERTRS2	Seryl tRNA synthetase selenocystein 	atp[c] + ser-L[c] + trnasecys[c] --> amp[c] + ppi[c] + sertrna-sec-[c] 	STM0963	STM0963	tRNA Charging	0	0	1000
SFGTHi	S Formylglutathione hydralase	Sfglutth[c] + h2o[c] --> for[c] + gthrd[c] + h[c] 	STM2194	STM2194	Cofactor and Prosthetic Group Biosynthesis	0	0	1000
SGDS	Succinylglutamate desuccinylase	h2o[c] + sucglu[c] --> glu-L[c] + succ[c] 	STM1307	STM1307	Arginine and Proline Metabolism	0	0	1000
SGSAD	Succinylglutamic semialdehyde dehydrogenase	h2o[c] + nad[c] + sucgsa[c] --> 2 h[c] + nadh[c] + sucglu[c] 	STM1305	STM1305	Arginine and Proline Metabolism	0	0	1000
SHCHCS2	2 succinyl 6 hydroxy 2 4 cyclohexadiene 1 carboxylate synthase	ichor[c] + ssaltpp[c] --> 2shchc[c] + pyr[c] + thmpp[c] 	STM2309	STM2309	Cofactor and Prosthetic Group Biosynthesis	0	0	1000
SHCHD2	sirohydrochlorin dehydrogenase NAD 	dscl[c] + nad[c] --> h[c] + nadh[c] + scl[c] 	STM3477	STM3477	Cofactor and Prosthetic Group Biosynthesis	0	0	1000
SHCHF	sirohydrochlorin ferrochetalase	fe2[c] + scl[c] --> 3 h[c] + sheme[c] 	STM3477	STM3477	Cofactor and Prosthetic Group Biosynthesis	0	0	1000
SHK3Dr	shikimate dehydrogenase	3dhsk[c] + h[c] + nadph[c] <=> nadp[c] + skm[c] 	( STM1359  or  STM3401  or STM3859 )	STM1359 STM3401 STM3859	Tyrosine Tryptophan and Phenylalanine Metabolism	1	-1000	1000
SHKK	shikimate kinase	atp[c] + skm[c] --> adp[c] + h[c] + skm5p[c] 	( STM3487  or  STM0388 )	STM0388 STM3487	Tyrosine Tryptophan and Phenylalanine Metabolism	0	0	1000
SHSL1	O succinylhomoserine lyase L cysteine 	cys-L[c] + suchms[c] --> cyst-L[c] + h[c] + succ[c] 	( STM4100  or  STM3624A )	STM3624A STM4100	Methionine Metabolism	0	0	1000
SKMtex	shikimate transport via diffusion extracellular to periplasm 	skm[e] <=> skm[p] 	( STM0320  or  STM0999  or  STM1473  or  STM2267 )	STM0320 STM0999 STM1473 STM2267	Transport Outer Membrane Porin	1	-1000	1000
SLCYSS	O-acetyl-L-serine sulfhydrylase	acser[c] + tsul[c] --> ac[c] + slcys[c] 	STM2440	STM2440	Exchange	0	0	1000
SO2tex	SO2 transport via diffusion extracellular to periplasm 	so2[e] <=> so2[p] 	( STM0320  or  STM0999  or  STM1473  or  STM2267 )	STM0320 STM0999 STM1473 STM2267	Transport Outer Membrane Porin	1	-1000	1000
SO2tpp	SO2 transport via diffusion periplasm 	so2[p] <=> so2[c] 	s0001	s0001	Inorganic Ion Transport and Metabolism	1	-1000	1000
SO3R	Sulfite reductase 	5 h[c] + 3 nadh[c] + so3[c] --> 3 h2o[c] + h2s[c] + 3 nad[c] 	( STM2548  and  STM2549  and  STM2550 )	STM2548 STM2549 STM2550	Glycerophospholipid Metabolism	0	0	1000
SO3tex	sulfite transport via diffusion extracellular to periplasm 	so3[e] <=> so3[p] 	( STM1473  or  STM2267  or  STM0320  or  STM0999 )	STM0320 STM0999 STM1473 STM2267	Transport Outer Membrane Porin	1	-1000	1000
SO4tex	sulfate transport via diffusion extracellular to periplasm 	so4[e] <=> so4[p] 	( STM0320  or  STM0999  or  STM1473  or  STM2267 )	STM0320 STM0999 STM1473 STM2267	Transport Outer Membrane Porin	1	-1000	1000
SOTA	Succinylornithine transaminase	akg[c] + sucorn[c] --> glu-L[c] + sucgsa[c] 	STM1303	STM1303	Arginine and Proline Metabolism	0	0	1000
SPMDabcpp	spermidine transport via ABC system periplasm 	atp[c] + h2o[c] + spmd[p] --> adp[c] + h[c] + pi[c] + spmd[c] 	( STM1226  and  STM1225  and  STM1223  and  STM1222 )	STM1222 STM1223 STM1225 STM1226	Transport Inner Membrane	0	0	1000
SPMDAT1	Spermidine acetyltransferase	accoa[c] + spmd[c] --> N1aspmd[c] + coa[c] + h[c] 	STM1502	STM1502	Arginine and Proline Metabolism	0	0	1000
SPMDAT2	Spermidine acetyltransferase N8 	accoa[c] + spmd[c] --> coa[c] + h[c] + n8aspmd[c] 	STM1502	STM1502	Arginine and Proline Metabolism	0	0	1000
SPMDtex	spermidine transport via diffusion extracellular to periplasm 	spmd[e] <=> spmd[p] 	( STM0320  or  STM0999  or  STM1473  or  STM2267 )	STM0320 STM0999 STM1473 STM2267	Transport Outer Membrane Porin	1	-1000	1000
SPMS	spermidine synthase	ametam[c] + ptrc[c] --> 5mta[c] + h[c] + spmd[c] 	STM0166	STM0166	Arginine and Proline Metabolism	0	0	1000
SPODM	superoxide dismutase	h2o2[c] + o2[c] --> 2 h[c] + 2 o2s[c] 	( STM4055  or  STM1431 )	STM1431 STM4055	Unassigned	0	0	0
SPODMpp	superoxide dismutase	h2o2[p] + o2[p] --> 2 h[p] + 2 o2s[p] 	( STM1440 or STM1044 )	STM1044 STM1440	Unassigned	0	0	0
SSALx	succinate semialdehyde dehydrogenase NAD 	h2o[c] + nad[c] + sucsal[c] --> 2 h[c] + nadh[c] + succ[c] 			Arginine and Proline Metabolism	0	0	1000
SSALy	succinate semialdehyde dehydrogenase NADP 	h2o[c] + nadp[c] + sucsal[c] --> 2 h[c] + nadph[c] + succ[c] 	STM2791	STM2791	Arginine and Proline Metabolism	0	0	1000
SUCBZL	o succinylbenzoate CoA ligase	atp[c] + coa[c] + sucbz[c] --> amp[c] + ppi[c] + sbzcoa[c] 	STM2305	STM2305	Cofactor and Prosthetic Group Biosynthesis	0	0	1000
SUCBZS	O succinylbenzoate CoA synthase	2shchc[c] --> h2o[c] + sucbz[c] 	STM2306	STM2306	Cofactor and Prosthetic Group Biosynthesis	0	0	1000
SUCCt2_2pp	succinate transport via proton symport 2 H  periplasm 	2 h[p] + succ[p] --> 2 h[c] + succ[c] 	STM3614	STM3614	Transport Inner Membrane	0	0	1000
SUCCt2_3pp	Succintate transport via proton symport 3 H  periplasm 	3 h[p] + succ[p] --> 3 h[c] + succ[c] 	( STM4301  or  STM4325 or STM3599 )	STM3599 STM4301 STM4325	Transport Inner Membrane	0	0	1000
SUCCt3pp	succinate transport out via proton antiport periplasm 	h[p] + succ[c] --> h[c] + succ[p] 			Transport Inner Membrane	0	0	1000
SUCCtex	succinate transport via diffusion extracellular to periplasm 	succ[e] <=> succ[p] 	( STM0320  or  STM0999  or  STM1473  or  STM2267 )	STM0320 STM0999 STM1473 STM2267	Transport Outer Membrane Porin	1	-1000	1000
SUCDi	succinate dehydrogenase irreversible 	q8[c] + succ[c] --> fum[c] + q8h2[c] 	( STM0732  and  STM0733  and  STM0734  and  STM0735 )	STM0732 STM0733 STM0734 STM0735	Oxidative Phosphorylation	0	0	1000
SUCFUMtpp	succinatefumarate antiporter periplasm 	fum[p] + succ[c] <=> fum[c] + succ[p] 	( STM4301  or  STM0627  or  STM4325 or STM3599 )	STM0627 STM3599 STM4301 STM4325	Transport Inner Membrane	1	-1000	1000
SUCOAS	succinyl CoA synthetase ADP forming 	atp[c] + coa[c] + succ[c] <=> adp[c] + pi[c] + succoa[c] 	( STM0738  and  STM0739 )	STM0738 STM0739	Citric Acid Cycle	1	-1000	1000
SUCRtex	sucrose transport transport via diffusion extracellular to periplasm 	sucr[e] <=> sucr[p] 	( STM0320  or  STM0999  or  STM1473  or  STM2267 )	STM0320 STM0999 STM1473 STM2267	Transport Outer Membrane Porin	1	-1000	1000
SULabcpp	sulfate transport via ABC system periplasm 	atp[c] + h2o[c] + so4[p] --> adp[c] + h[c] + pi[c] + so4[c] 	( ( STM2441  and  STM2443  and  STM2442  and  STM4063 )  or  ( STM0781  and  STM0782  and  STM0783 )  or  ( STM2441  and  STM2444  and  STM2443  and  STM2442 ) )	STM0781 STM0782 STM0783 STM2441 STM2442 STM2443 STM2444 STM4063	Inorganic Ion Transport and Metabolism	0	0	1000
SULFACtex	sulfoaceate transport via diffusion extracellular to periplasm 	sulfac[e] <=> sulfac[p] 	( STM0320  or  STM0999  or  STM1473  or  STM2267 )	STM0320 STM0999 STM1473 STM2267	Transport Outer Membrane Porin	1	-1000	1000
SULRi	sulfite reductase NADPH2 	5 h[c] + 3 nadph[c] + so3[c] --> 3 h2o[c] + h2s[c] + 3 nadp[c] 	( STM2947  and  STM2948 )	STM2947 STM2948	Cysteine Metabolism	0	0	1000
T2DECAI	trans 2 decenoyl ACP isomerase	tdec2eACP[c] <=> cdec3eACP[c] 	STM1067	STM1067	Cell Envelope Biosynthesis	1	-1000	1000
TAG1PK	D Tagatose 1 phosphate kinase	atp[c] + tag1p-D[c] --> adp[c] + h[c] + tagdp-D[c] 	( STM1326 or STM3254)	STM1326 STM3254	Alternate Carbon Metabolism	0	0	1000
TAGptspp	D Tagatose transport via PEPPyr PTS periplasm 	pep[c] + tag-D[p] --> pyr[c] + tag1p-D[c] 	( STM3255  and  STM3256  and  STM2432 )	STM2432 STM3255 STM3256	Transport Inner Membrane	0	0	1000
TAGtex	D Tagatose transport via diffusion extracellular to periplasm 	tag-D[e] <=> tag-D[p] 	( STM0320  or  STM0999  or  STM1473  or  STM2267 )	STM0320 STM0999 STM1473 STM2267	Transport Outer Membrane Porin	1	-1000	1000
TALA	transaldolase	g3p[c] + s7p[c] <=> e4p[c] + f6p[c] 	( STM2473  or  STM0007 )	STM0007 STM2473	Pentose Phosphate Pathway	1	-1000	1000
TARTD	L  tartrate dehydratase	tartr-L[c] --> h2o[c] + oaa[c] 	( STM3355  and  STM3354 )	STM3354 STM3355	Alternate Carbon Metabolism	0	0	1000
TARTRDtex	D Tartrate transport via diffusion extracellular to periplasm 	tartr-D[e] <=> tartr-D[p] 	( STM0320  or  STM0999  or  STM1473  or  STM2267 )	STM0320 STM0999 STM1473 STM2267	Transport Outer Membrane Porin	1	-1000	1000
TARTRDtpp	D Tartrate facilitated transport periplasm 	tartr-D[p] <=> tartr-D[c] 	STM3356	STM3356	Transport Inner Membrane	1	-1000	1000
TARTRtex	Tartrate transport via diffusion extracellular to periplasm 	tartr-L[e] <=> tartr-L[p] 	( STM0320  or  STM0999  or  STM1473  or  STM2267 )	STM0320 STM0999 STM1473 STM2267	Transport Outer Membrane Porin	1	-1000	1000
TARTRtpp	Tartrate facilitated transport periplasm 	tartr-L[p] <=> tartr-L[c] 			Transport Inner Membrane	1	-1000	1000
TAURtex	taurine transport via diffusion extracellular to periplasm 	taur[e] <=> taur[p] 	( STM0320  or  STM0999  or  STM1473  or  STM2267 )	STM0320 STM0999 STM1473 STM2267	Transport Outer Membrane Porin	1	-1000	1000
TCBO	Tricarballylate oxidase	q8[c] + tcb[c] --> acon-C[c] + q8h2[c] 	(STM0690 and STM0691)	STM0690 STM0691	Alternate Carbon Metabolism	0	0	1000
